ticker,side,ask,secs,p1,p2,p3,series,depth,best,min_depth
KXETH15M-26SEP080415-15,no,92.7000,593,91,89,89,KXETH15M,0,95.0000,56
KXDOGE15M-26SEP080415-15,no,92.3000,593,90,87,83,KXDOGE15M,0,93.1000,56
KXSOL15M-26SEP080415-15,no,90.2000,593,89,90,89,KXSOL15M,0,93.9000,56
KXBNB15M-26SEP080415-15,yes,89.0000,541,63,66,36,KXBNB15M,2004,88.0000,56
KXBTC15M-26SEP080415-15,no,90.5000,360,73,73,79,KXBTC15M,40254,85.0000,56
KXXRP15M-26SEP080415-15,no,90.0000,343,69,73,81,KXXRP15M,167,90.6000,56
KXBTC15M-26SEP080400-00,no,92.0000,598,90,86,78,KXBTC15M,0,93.7000,56
KXETH15M-26SEP080400-00,no,89.0000,598,85,84,76,KXETH15M,4686,88.0000,56
KXDOGE15M-26SEP080400-00,no,90.0000,598,87,87,79,KXDOGE15M,108,91.2000,56
KXBNB15M-26SEP080400-00,no,88.0000,561,84,73,78,KXBNB15M,229,90.9000,56
KXXRP15M-26SEP080400-00,no,93.9000,543,83,77,74,KXXRP15M,0,93.6000,56
KXSOL15M-26SEP080400-00,no,92.0000,525,82,75,70,KXSOL15M,1240,91.9000,56
KXBNB15M-26SEP080345-45,yes,91.8000,585,93,62,69,KXBNB15M,168,90.7000,56
KXDOGE15M-26SEP080345-45,yes,88.0000,464,80,72,59,KXDOGE15M,2058,87.0000,56
KXXRP15M-26SEP080345-45,yes,90.0000,428,86,76,61,KXXRP15M,0,93.3000,56
KXBTC15M-26SEP080345-45,yes,88.0000,409,81,71,62,KXBTC15M,54707,83.0000,56
KXETH15M-26SEP080345-45,yes,90.4000,409,83,75,64,KXETH15M,6228,87.0000,56
KXSOL15M-26SEP080345-45,yes,91.7000,219,95,80,76,KXSOL15M,8596,73.0000,56
KXETH15M-26SEP080330-30,yes,93.1000,329,81,73,77,KXETH15M,1150,92.1000,56
KXBNB15M-26SEP080330-30,yes,92.1000,311,82,83,83,KXBNB15M,21,90.0000,56
KXXRP15M-26SEP080330-30,yes,90.4000,311,72,70,69,KXXRP15M,3662,86.0000,56
KXDOGE15M-26SEP080330-30,yes,90.2000,255,76,52,47,KXDOGE15M,0,96.9000,56
KXBTC15M-26SEP080330-30,yes,90.0000,237,78,71,65,KXBTC15M,2515,91.7000,56
KXSOL15M-26SEP080330-30,yes,94.7000,237,87,70,69,KXSOL15M,0,95.8000,56
KXETH15M-26SEP080315-15,yes,92.0000,501,75,62,53,KXETH15M,0,93.3000,56
KXBNB15M-26SEP080315-15,yes,92.0000,482,71,57,64,KXBNB15M,393,92.0000,56
KXBTC15M-26SEP080315-15,yes,93.0000,244,85,81,82,KXBTC15M,0,95.4000,56
KXXRP15M-26SEP080315-15,yes,88.0000,244,83,76,81,KXXRP15M,1449,90.8000,56
KXBNB15M-26SEP080245-45,yes,95.0000,161,89,58,62,KXBNB15M,1463,85.0000,56
KXBTC15M-26SEP080300-00,no,88.0000,373,80,77,63,KXBTC15M,12354,90.9000,56
KXBNB15M-26SEP080300-00,no,88.0000,301,82,53,54,KXBNB15M,0,94.2000,56
KXSOL15M-26SEP080300-00,yes,88.0000,197,81,42,46,KXSOL15M,4015,87.0000,56
KXETH15M-26SEP080300-00,yes,88.0000,180,72,35,27,KXETH15M,2549,90.0000,56
KXETH15M-26SEP080230-30,no,98.0000,165,97,94,94,KXETH15M,0,97.1000,56
KXSOL15M-26SEP080230-30,no,98.6000,165,96,94,93,KXSOL15M,0,98.6000,56
KXXRP15M-26SEP080230-30,no,95.1000,165,90,82,82,KXXRP15M,0,94.1000,56
KXBTC15M-26SEP080230-30,no,97.9000,165,96,93,90,KXBTC15M,0,97.6000,56
KXBNB15M-26SEP080230-30,no,97.0000,165,95,97,95,KXBNB15M,0,97.8000,56
KXXRP15M-26SEP080245-45,no,89.0000,282,83,84,80,KXXRP15M,3783,88.0000,56
